datetime_utc,actual,predicted
2021-01-08 20:00:00,-0.0016049429997634,0.0010990724
2021-01-10 20:00:00,-0.0001563710546148,0.0010765716
2021-01-11 00:00:00,-0.0014582706075199,0.0009632446
2021-01-11 04:00:00,-0.0004129701153774,0.0009117052
2021-01-11 08:00:00,0.0015939773813773,0.00090203434
2021-01-11 12:00:00,0.0016482310117591,0.0009218231
2021-01-11 16:00:00,-0.0003478915323498,0.000929296
2021-01-11 20:00:00,0.001270283003898,0.00090574473
2021-01-12 00:00:00,0.0011695037321797,0.0008621663
2021-01-12 04:00:00,0.0029778241465228,0.0008239262
2021-01-12 08:00:00,0.0021870422985438,0.0007997453
2021-01-12 12:00:00,-0.0002466847346375,0.0008143857
2021-01-12 16:00:00,-0.0005570264802109,0.00087091327
2021-01-12 20:00:00,-1.410596400186768e-05,0.00094898045
2021-01-13 00:00:00,0.0004371923857134,0.00094300136
2021-01-13 04:00:00,0.0020001837822057,0.00093764067
2021-01-13 08:00:00,-0.0029594367670238,0.00093506277
2021-01-13 12:00:00,-0.0008542272410781,0.0010168068
2021-01-13 16:00:00,0.0007342558929151,0.0011255816
2021-01-13 20:00:00,0.0013259421067234,0.001127556
2021-01-14 00:00:00,0.0012819521234966,0.0010684803
2021-01-14 04:00:00,-0.0009225580158055,0.0010235235
2021-01-14 08:00:00,0.0008380842870848,0.0009792447
2021-01-14 12:00:00,-0.0004295184882203,0.0009936839
2021-01-14 16:00:00,0.0006125358824225,0.0010401458
2021-01-14 20:00:00,-0.0007745333823806,0.00104779
2021-01-15 00:00:00,-0.0020518902563355,0.0009867921
2021-01-15 04:00:00,-0.0020773282016609,0.0009317845
2021-01-15 08:00:00,-0.0021383566882129,0.0008943714
2021-01-15 12:00:00,-0.000262298802373,0.00092888996
2021-01-15 16:00:00,-7.09011177568714e-06,0.0009555593
2021-01-15 20:00:00,-0.0001985435419598,0.0009270571
2021-01-17 20:00:00,-0.0012275904228487,0.0008508116
2021-01-18 00:00:00,-0.0016130583025965,0.00076268986
2021-01-18 04:00:00,-0.0002916229549269,0.0007214211
2021-01-18 08:00:00,0.0013151863239583,0.00070052594
2021-01-18 12:00:00,0.0007740845416944,0.000706926
2021-01-18 16:00:00,-0.0001064898462939,0.0007401705
2021-01-18 20:00:00,0.0046112572103357,0.00073741376
2021-01-19 00:00:00,-0.0001837598687754,0.0006991476
2021-01-19 04:00:00,0.000650075629513,0.00063817203
2021-01-19 08:00:00,-0.0004733828236308,0.00062490255
2021-01-19 12:00:00,0.0005934592488881,0.0006165616
2021-01-19 16:00:00,0.0012070263093657,0.00061843544
2021-01-19 20:00:00,-0.0006633312171191,0.0006414987
2021-01-20 00:00:00,0.000980727722074,0.0006501414
2021-01-20 04:00:00,0.0014305599592677,0.00066199526
2021-01-20 08:00:00,-0.0059612274115366,0.0006632805
2021-01-20 12:00:00,0.0007435602714895,0.0007249713
2021-01-20 16:00:00,0.0018317549297825,0.00079569966
2021-01-20 20:00:00,0.0004168035467448,0.0008245036
2021-01-21 00:00:00,0.0014468667278066,0.00080804527
2021-01-21 04:00:00,0.0005570146977318,0.0007784702
2021-01-21 08:00:00,0.001859168557829,0.0007442087
2021-01-21 12:00:00,-0.0005278214819201,0.0007384904
2021-01-21 16:00:00,0.0002956143521179,0.00076276064
2021-01-21 20:00:00,-0.0005842745834313,0.00077634305
2021-01-22 00:00:00,-0.0022275963165077,0.00076015294
2021-01-22 04:00:00,0.0001129090307252,0.0007395223
2021-01-22 08:00:00,0.0011142926805672,0.0007400736
2021-01-22 12:00:00,0.001324251604061,0.0007779747
2021-01-22 16:00:00,-0.0009366560657186,0.0007926449
2021-01-22 20:00:00,0.0007324975676161,0.00078042597
2021-01-24 20:00:00,0.0008867307664312,0.0007338263
2021-01-25 00:00:00,0.0008437750996326,0.00067722425
2021-01-25 04:00:00,-0.0010970465235275,0.00066614896
2021-01-25 08:00:00,-0.0018451878945591,0.0006801635
2021-01-25 12:00:00,-0.0003031616967842,0.0007266626
2021-01-25 16:00:00,0.0006132785569401,0.0007734932
2021-01-25 20:00:00,-0.0013327740946587,0.0007991493
2021-01-26 00:00:00,-0.0028902469054664,0.0007804185
2021-01-26 04:00:00,0.0042159739575925,0.0007535927
2021-01-26 08:00:00,0.0036647985109976,0.000738889
2021-01-26 12:00:00,-0.0007304807449818,0.00071849674
2021-01-26 16:00:00,0.0002388697258034,0.00070817024
